,0
1676,"Theo ông Phạm Văn Bảy, phó chủ tịch Hiệp hội Lương thực VN (VFA), xuất khẩu gạo của VN dự kiến đạt khoảng 2 triệu tấn trong quý 2-2010. Hiện lượng hợp đồng gạo đã ký đến hết tháng 3-2010 đạt 3,4 triệu tấn, lượng gạo đã xuất được gần 1,3 triệu tấn."
1677,"Liên tục hai ngày 11 và 12-4, giá gạo tại các chợ đầu mối Bà Đắc, Tân Bình (Tiền Giang) đã tăng 50 đồng/kg so với hồi cuối tuần trước."
1678,"Hàng chục ngàn ha lúa chiêm xuân của cả nước đang bị nhiễm bệnh lạ (lùn sọc đen). Tuy nhiên, hơn 100 ngàn ha lúa Hà Nội đến nay vẫn đang nằm trong vùng an toàn trước dịch bệnh. Để hiểu rõ hơn về loại dịch bệnh này, PV HNMO đã trao đổi với TS. Bùi Sĩ Doanh, Phó Cục trưởng Cục Bảo vệ Thực vật (Bộ NN&PTNT)"
1679,"Tại vùng biên giới Tây Nam, mỗi ngày có đến hàng ngàn tấn lúa từ Campuchia ồ ạt tràn qua các cửa khẩu của tỉnh An Giang."
1680,"Theo Hiệp hội Lương thực VN (VFA), bắt đầu từ hôm nay 9-4, các thành viên của hiệp hội sẽ triển khai mua gạo dự trữ đợt hai sau khi đã hoàn thành mua 1 triệu tấn gạo đợt một. Theo kế hoạch, các đơn vị sẽ mua thêm 500.000 tấn gạo (tương đương 1 triệu tấn lúa) với giá lúa tối thiểu 4.000 đồng/kg tại nhà máy."
1681,"Thông tin từ Hiệp hội Lương thực Việt Nam (VFA), quý I/2010, các doanh nghiệp đã xuất khẩu trên 1,29 triệu tấn gạo các loại, đạt kim ngạch trên 606 triệu USD."
1682,"Theo ông Dương Quốc Xuân, chủ tịch UBND tỉnh Long An, Bộ Công thương đã cho phép tỉnh triển khai chương trình xúc tiến thương mại xuất khẩu gạo sang các nước châu Phi và nhập khẩu hạt điều nguyên liệu của các nước này về Long An để chế biến, xuất khẩu tiếp."
1683,"Theo báo cáo của Hiệp hội Lương thực Việt Nam (VFA) tại cuộc họp thành viên Hội đồng Quản trị mở rộng sáng 8-4 ở Kiên Giang, quý I, các thành viên của VFA đã xuất được 1,292 triệu tấn gạo, trị giá FOB (chưa tính phí vận chuyển) đạt 606,708 triệu USD."
1684,"Giá lúa gạo tại một số tỉnh khu vực ĐBSCL tiếp tục giảm nhẹ. Ngày 7-4, tại An Giang, giá lúa khô được các thương lái mua vào đối với loại hạt tròn còn 3.800 đồng/kg, loại hạt dài 4.000-4.050 đồng/kg."
1685,"Theo Hiệp hội Lương thực VN (VFA), đến hết quý 1-2010 các doanh nghiệp đã xuất khẩu trên 1,29 triệu tấn gạo các loại, đạt kim ngạch trên 606 triệu USD."
1686,"Trước thông tin gạo biến đổi gen có tại thị trường VN, ngày 6- 4 Tuổi Trẻ đã khảo sát tại các đại lý bán gạo ở TP.HCM. Các chủ hàng đều tỏ ra khá bất ngờ vì chưa từng nghe đến tên “gạo biến đổi gen”."
1687,"Sáng 8-4, tại Hà Nội, Bộ Nông nghiệp và Phát triển nông thôn (NN và PTNT) phối hợp tổ chức giao ban trực tuyến tình hình sản xuất khu vực miền trung và Tây Nguyên."
1688,"Chiều 5-4, Thứ trưởng Bộ NN&PTNT Bùi Bá Bổng kiêm Trưởng ban chỉ đạo phòng trừ bệnh lùn sọc đen hại lúa xuân các tỉnh, thành phố trực thuộc trung ương từ Quảng Ngãi trở ra chủ trì cuộc họp giao ban phòng trừ bệnh lùn sọc đen hại lúa."
1689,"Xuất khẩu gạo 3 tháng đầu năm 2010 đạt gần 1,3 triệu tấn, giảm 18,54% so với cùng kỳ năm 2009. Tuy nhiên, giá xuất khẩu lại cao hơn, bình quân đạt 460,84 USD/tấn, tăng 66,42 USD/tấn. Đây là con số đưa ra tại cuộc họp Hội đồng quản trị mở rộng Hiệp hội Lương thực Việt Nam (VFA) diễn ra tại Kiên Giang sáng 8-4."
1690,"Mấy ngày qua, các doanh nghiệp chế biến lương thực ở An Giang, Kiên Giang, Tiền Giang, Cần Thơ vẫn đang đẩy mạnh tiến độ thu mua lúa gạo trong dân, việc tiêu thụ lúa của nông dân khá thuận lợi. Tuy nhiên, do đang vào thời điểm thu hoạch chính vụ lúa đông xuân nên giá lúa tại ĐBSCL đang có xu hướng giảm nhẹ."
1691,"Phiên 31/3, giá gạo châu Á không biến động nhiều, nhờ những biện pháp can thiệp của chính phủ. Tuy nhiên, thị trường vẫn khá yếu do nguồn cung tăng và có thông tin rằng Chính phủ Thái Lan có thể bán gạo từ kho dự trữ -hiện đang ở mức khoảng 6 triệu tấn."
1692,"“Sau một thời gian trầm lắng đáng lo ngại, tình hình xuất khẩu gạo hiện đang ấm dần lên với những tín hiệu lạc quan”- ông Phạm Văn Bảy-Phó Chủ tịch Hiệp hội Lương thực Việt Nam (VFA) cho biết."
1693,"Theo Bộ trưởng Thương mại Thái Lan Porntiva Nakasia, nước này có kế hoạch bán khoảng 1-2 triệu tấn gạo từ kho dự trữ 6 triệu tấn, chủ yếu thông qua thỏa thuận với chính phủ các nước châu Á trong hai tháng tới."
1694,"Ngày 29-3, ông Phạm Văn Bảy, Phó Chủ tịch Hiệp hội Lương thực Việt Nam (VFA), cho biết các doanh nghiệp hoàn thành thu mua 1 triệu tấn gạo tạm trữ. Hiện VFA đang tiếp tục triển khai doanh nghiệp thu mua tiếp 500.000 tấn gạo tạm trữ cho đợt hai."
1695,"Theo Hiệp hội Lương thực Việt Nam (VFA), tính đến ngày 29-3, các doanh nghiệp hoàn thành thu mua một triệu tấn gạo tạm trữ. Hiện VFA đang tiếp tục triển khai doanh nghiệp thu mua tiếp 500.000 tấn gạo tạm trữ cho đợt hai."
1696,"“Nước, phân, cần, giống”, lâu nay nhiều người cứ ngỡ cộng các khoản đầu tư lại là có ngay giá thành hạt lúa; để từ đó đưa ra những dự báo về lỗ - lãi của người nông dân. Thế nhưng theo các nhà chuyên môn, câu chuyện này không đơn giản vậy."
1697,"Thủ tướng Chính phủ yêu cầu các DN thu mua lúa XK dự trữ phải đảm bảo cho người nông dân có lãi ở mức 30%. Và câu chuyện định giá lúa ra sao cho đúng đủ bỗng trở thành tiêu điểm cho các tranh luận, tranh cãi và vô vàn băn khoăn."
1698,"Dịch vụ cho thuê sân phơi lúa đang mọc lên như nấm ở khu vực Đồng Tháp Mười thuộc hai huyện Cai Lậy, Tân Phước của tỉnh Tiền Giang. Sân phơi vừa giải quyết tình trạng thiếu lò sấy lúa vừa tạo công ăn việc làm cho hàng ngàn lao động."
1699,"Ông Nguyễn Văn Khang, phó chủ tịch UBND tỉnh Tiền Giang, cho biết nông dân các huyện Chợ Gạo, Gò Công Tây, Gò Công Đông và thị xã Gò Công đang trúng mùa và trúng giá lúa thơm của vụ đông xuân."
1700,"Thực hiện kế hoạch mua gạo dự trữ giúp nông dân đồng bằng sông Cửu Long yên tâm sản xuất, các DN đã mua vào 789 nghìn tấn gạo trong kế hoạch mua vào một triệu tấn gạo dự trữ, đạt 75% kế hoạch đề ra. Ðồng thời sẽ tiếp tục triển khai mua tiếp đợt hai với số lượng 500 nghìn tấn gạo để ổn định giá lúa."
1701,"Các tỉnh đồng bằng sông Cửu Long đã thu hoạch được khoảng 1 triệu ha trong hơn 1,5 triệu ha lúa đông xuân, năng suất bình quân từ 6,2-6,5 tấn/ha, dự kiến sản lượng lúa cả vụ đạt từ 9,7-10 triệu tấn."
1702,"Theo Hiệp hội lương thực Việt Nam (VFA), đơn giá xuất khẩu mặt hàng gạo của Việt Nam vẫn duy trì mức cao của những tháng cuối năm 2009."
1703,"Căn cứ vào sản xuất và nhu cầu gạo trên thế giới, có thể khẳng định tình hình xuất khẩu gạo VN trong thời gian từ giữa đến cuối năm nay có nhiều khả quan. Đó là khẳng định của ông Phạm Văn Bảy, phó chủ tịch Hiệp hội Lương thực VN (VFA), tại cuộc họp báo ngày 22-3."
1704,"Hiệp hội Lương thực Việt Nam (VFA) cho biết, lượng gạo xuất khẩu của Việt Nam từ đầu năm đến nay đạt 997.601 tấn, với tổng giá trị 471,257 triệu USD. Riêng trong 19 ngày đầu tháng 3 đạt 287.216 tấn, trị giá 132,534 triệu USD (giá bình quân 464,44 USD/tấn)."
1705,"Cục Trồng trọt (Bộ NN&PTNT) cho biết, diện tích bị xâm nhập mặn ảnh hưởng đến lúa đông xuân các tỉnh ven biển khu vực Đồng bằng sông Cửu Long đã chiếm tới 40%."
1706,Thông tin này được ông Phạm Văn Bảy - Phó Chủ tịch Thường trực Hiệp hội Lương thực Việt Nam đưa ra trong buổi họp báo chiều 22/3 tại TP Hồ Chí Minh
1707,"Mặc dù đập thủy lợi Rào Đá với dung tích 82,4 triệu m3 đã hoàn thành được 7 tháng nhưng 6.000 ha lúa hai vụ của 2 huyện Quảng Ninh và Lệ Thủy (Quảng Bình) vẫn chưa có nguồn nước mới chống hạn. Nguyên nhân chỉ vì một… cái cống."
1708,"Theo Cục Trồng trọt, các tỉnh ĐBSCL đã thu hoạch 1 triệu trong hơn 1,6 triệu ha lúa đông xuân với năng suất khoảng 6,5 tấn/ha. Năng suất lúa vụ đông xuân năm nay cao hơn năm trước khoảng 100kg/ha."
1709,"Ngày 22-3, Hiệp hội Lương thực Việt Nam (VFA) chính thức thông báo sẽ tiếp tục triển khai mua thêm 500.000 tấn gạo sau khi kết thúc chương trình mua tạm trữ 1 triệu tấn. Giá thu mua của đợt mua tạm trữ này sẽ theo mức giá thị trường nhưng vẫn phải tuân thủ quy định không được thấp hơn mức giá thành lúa vụ đông xuân, bảo đảm cho người trồng có lãi từ 30% trở lên."
1710,"VN và Thái Lan chiếm hơn 45% tổng lượng gạo xuất khẩu thế giới. Vì thế, liên minh với người Thái để giữ giá bán tốt, qua đó ấn định giá mua lúa trong nước ở mức cao... là một hướng làm có lợi"
1711,"Thủ tướng Chính phủ vừa yêu cầu UBND tỉnh, TP công bố giá mua lúa bảo đảm lãi ít nhất 30% ngay từ đầu vụ SX để tổ chức, cá nhân mua lúa hàng hóa cho người trồng lúa theo giá đã công bố."
1712,"Khi thị trường gạo thế giới trầm lắng và hạt gạo bị ép giá, việc thu mua tạm trữ và giãn tiến độ xuất khẩu gạo hiện nay theo chỉ đạo của Thủ tướng Chính phủ để giữ giá là điều cần thiết."
1713,"Do phải chờ hướng dẫn giá thu mua quá lâu nên đầu tháng 3, VFA tự đứng ra tạm tính mức giá. VFA công bố giá mua từ 4.000 đồng/kg trở lên không những không được khen mà còn mang tiếng oan “vừa đá bóng vừa thổi còi”."
1714,"Các tỉnh Đồng bằng sông Cửu Long đã thu hoạch 1 triệu trong hơn 1,6 triệu ha lúa Đông Xuân, năng suất đạt từ 6,2-6,5 tấn/ ha, dự kiến sản lượng cả vụ đạt từ 9,5-10 triệu tấn."
1715,"Báo NLĐ ngày 25-2 đăng bài “Bao giờ mới giàu?” của GS-TS Võ Tòng Xuân phản ánh thiệt thòi của người trồng lúa và sự thiếu trách nhiệm của một số công ty lương thực, trong đó có Tổng Công ty Lương thực miền Nam (Vinafood 2), đối với nông dân. Mới đây, Vinafood 2 có văn bản gửi báo, phản ứng một số nội dung trong bài. Báo NLĐ đăng lại ý kiến của Vinafood 2 để rộng đường dư luận. Tít và các tựa nhỏ trong bài là do Báo NLĐ đặt"
1716,"Với tình trạng tổ chức sản xuất, xuất khẩu manh mún và cắt khúc như hiện nay, đầu ra của hạt gạo rất chông chênh. Hoạt động này cần được quy hoạch lại ở tất cả các khâu để gia tăng giá trị hạt gạo"
1717,"Giá lúa tại đồng bằng sông Cửu Long đã xuống dưới 4.000 đồng/kg, có nơi xuống dưới 3.500 đồng/kg. Giá gạo xuất khẩu đang giảm khoảng 60-90 USD mỗi tấn so với tháng trước, hiện ở mức 440 USD một tấn."
1718,"Hiệp hội Lương thực Việt Nam (VFA) cho biết: Sau 2 tuần triển khai kế hoạch thu mua 1 triệu tấn gạo tạm trữ ở ĐBSCL trong tháng 3 và tháng 4-2010, đến nay các doanh nghiệp thành viên VFA đã thu mua 678.000 tấn gạo tạm trữ, đạt 104% kế hoạch của tháng 3 và 65% kế hoạch chung."
1719,"Trong hai ngày 16 và 17-3, giá lúa gạo ở các tỉnh ĐBSCL tiếp tục tăng nhẹ. Chiều 17-3, tại chợ gạo đầu mối Bà Đắc (Tiền Giang), gạo IR 50404 loại đẹp dùng để chế biến gạo 5% tấm có giá 5.500-5.560 đồng/kg. Gạo lứt hạt dài giá 5.600-5.620 đồng/kg, tăng trung bình 20-30 đồng/kg."
1720,"Việc doanh nghiệp kinh doanh tự định ra mức giá thu mua lúa liệu có đảm bảo tính khách quan, đảm bảo lợi nhuận cho nông dân? Đó là những băn khoăn được đặt ra tại hội nghị tổng kết xuất khẩu gạo 2009 và triển khai mua vào lúa gạo hàng hoá vụ đông xuân 2009 – 2010 do hiệp hội Lương thực Việt Nam (VFA) tổ chức sáng 2.3 tại An Giang."
1721,Nông dân không có quyền ngã giá nữa dù chính họ là người đổ công lớn nhất làm ra hạt lúa. Đó là một nghịch lý vô cùng lớn.
1722,"Khâu liên quan vấn đề sống còn của hàng triệu nông dân hiện vẫn cứ do những người ""không ra ruộng"" bàn tính mà quên rằng, những người biết rõ giá thành hạt lúa mình làm vẫn đứng ngoài phòng họp."
1723,Hầu hết nông dân gặt lúa xong đều phải lo thanh toán nợ. Nhưng hiện nay thị trường khê đọng khiến giá giảm thêm khoảng 100 đồng/kg (4.000-4.100 đồng/kg). Giá nhiều loại gạo bán lẻ tại các chợ giảm thêm khoảng 500 đồng/kg (9.000-9.500 đồng/kg).
1724,"Theo Bộ Công thương, tính đến ngày 26-2-2010, VN đã xuất khẩu được khoảng 324.000 tấn gạo, giảm 39% so với cùng kỳ năm ngoái. Giá bình quân gạo VN xuất khẩu đã đạt 486 USD/tấn, tăng 86,3 USD/tấn so với cùng kỳ 2009."
1725,"Theo tin từ một quan chức Chính phủ Philippine, nước này có thể cho phép tư nhân nhập khẩu 150.000 tấn gạo ngoài lượng 200.000 tấn cấp phép trước đây."
1726,"Sau bốn ngày liên tục ổn định giá, ngày 7-3 giá lúa ở nhiều tỉnh khu vực ĐBSCL như: Đồng Tháp, Tiền Giang, Long An... đã tăng thêm 50 đồng/kg."
1727,"ĐBSCL đang vào vụ thu hoạch lúa đông xuân trong niềm trăn trở và lo lắng từ nhiều phía. Tại cuộc họp tổng kết xuất khẩu gạo năm 2009, triển khai thu mua lúa gạo năm 2010 (tổ chức tại An Giang ngày 2-3), lãnh đạo các tỉnh, thành ĐBSCL và doanh nghiệp đang đặt niềm tin, hy vọng vào vai trò điều hành của Hiệp hội Lương thực Việt Nam (VFA)."
1728,"Nhiều người cho rằng giá lúa đang sụt giảm ở đồng bằng sông Cửu Long những ngày này sẽ là cơ hội vàng cho nhà xuất khẩu, sau khi hiệp hội lương thực Việt Nam (VFA) đưa ra thông báo mua tạm trữ 1 triệu tấn gạo (2 triệu tấn lúa)."
1729,"Theo Hiệp hội Lương thực VN (VFA), tính đến ngày 9-3, các doanh nghiệp thuộc hiệp hội đã mua được 500.000 tấn gạo tạm trữ. Như vậy, sau khoảng 10 ngày thực hiện, các doanh nghiệp đã mua được trên 80% kế hoạch của tháng 3 và đạt 50% kế hoạch chung cho hai tháng."
1730,"Để tình trạng bán phá giá gạo kéo dài, khiến gạo VN bị mất giá trên thị trường thế giới nhưng Hiệp hội Lương thực VN (VFA) chưa đề ra giải pháp kiểm soát, kiểm tra chặt chẽ dẫn đến nhiều doanh nghiệp đăng ký hợp đồng khống giữ chỗ và đầu cơ giá"
1731,"Ngày 2-3, tại TP Long Xuyên (An Giang), Hiệp hội Lương thực Việt Nam (VFA) tổ chức Hội nghị tổng kết xuất khẩu gạo năm 2009 và triển khai mua lúa gạo hàng hóa vụ đông xuân 2009-2010."
1732,"Chiều 28-2, tại huyện Ngã Năm, Thạnh Trị (Sóc Trăng) và Phước Long (Bạc Liêu), thương lái mua lúa phơi khô giá 4.200-4.300 đồng/kg, giảm 1.500 đồng/kg so với trước Tết Canh Dần. Một số nơi nông dân bán lúa đông xuân chính vụ chưa phơi khô chỉ 3.600-3.700 đồng/kg, giảm trên 1.000/kg."
1733,"Hiệp hội Lương thực Việt Nam VFA cho biết, sẽ thực hiện việc ""bảo hiểm giá lúa cho vụ đông xuân 2009-2010 trong cả nước."
1734,Sớm đàm phán với đối tác nhập hàng để giải quyết tồn kho và xuất 1 triệu tấn gạo mà doanh nghiệp sẽ mua trong tháng 3 và 4.
1735,"Theo Hiệp hội Lương thực Việt Nam, giá gạo xuất khẩu trong tháng 2 giảm do thị trường gạo châu Á tháng 2 kém sôi động, nhiều nước nghỉ Tết âm lịch và các nhà nhập khẩu đang chờ vụ thu hoạch lớn ở một số nước xuất khẩu lớn như Việt Nam, Thái Lan với giá thấp hơn."
1736,"Công ty cổ phần Phân tích và Dự báo thị trường Việt Nam cho biết, năm 2010 các nước Philíppin, Malaixia sẽ vẫn là thị trường tiềm năng cho xuất khẩu gạo của Việt Nam."
1737,"Tại cuộc họp báo diễn ra ngày 25/2, ông Phạm Văn Bảy, Phó chủ tịch Hiệp hội Lương thực Việt Nam (VFA) đã thông báo về việc triển khai thu mua 1 triệu tấn gạo tạm trữ để kéo giá lúa trong nước lên trên tinh thần mua theo giá thị trường, nhưng đảm bảo giá tại kho không dưới 4.000 đồng/kg."
1738,"Thủ tướng Nguyễn Tấn Dũng vừa ký công văn yêu cầu các bộ, ngành, địa phương chủ động biện pháp điều hòa cung cầu bảo đảm đủ nhu cầu tiêu dùng lương thực trong cả nước, đặc biệt là TP Hà Nội, TP.HCM và các đô thị lớn."
1739,Thủ tướng vừa chỉ đạo Bộ Tài chính mua 50.000 tấn gạo để bổ sung lương thực dự trữ quốc gia năm 2010 đồng thời giúp bình ổn giá cả trên thị trường.
1740,"Sáng 25-2, Hiệp hội Lương thực VN (VFA) chính thức chỉ đạo 30 doanh nghiệp (DN) thành viên mua 1 triệu tấn gạo (gần 2 triệu tấn lúa) để giữ giá lúa không giảm thêm."
1741,Bộ Thương mại Thái Lan tiếp tục mở thầu bán 500.000 tấn gạo từ nguồn dự trữ của chính phủ.
1742,"Trong đề án để trình Chính phủ phê duyệt về việc lập quỹ bình ổn thị trường lúa gạo khoảng 1.000 tỉ đồng/năm, Bộ Tài chính đề xuất giải pháp là thu 30% lợi nhuận trước của gạo, đồng nghĩa với việc ""lược"" bớt lợi nhuận của doanh nghiệp xuất khẩu gạo."
1743,"Theo Hiệp hội Lương thực Việt Nam, từ đầu năm đến nay, cả nước xuất khẩu gần 500 nghìn tấn gạo, đạt kim ngạch hơn 233 triệu USD. Giá gạo xuất khẩu trên thị trường thế giới hiện ở mức cao. Những ngày giữa tháng 2, giá gạo FOB giao tại cảng ở Việt Nam từ 450 đến 570 USD/tấn, tăng so với cùng kỳ năm trước (390 đến 440 USD/tấn). Từ tháng 10-2009, giá lúa tại đồng bằng sông Cửu Long tăng liên tục, là tín hiệu vui cho cả doanh nghiệp và nông dân khi bước vào thu hoạch lúa đông xuân, vụ sản xuất chính trong năm."
1744,"Thái Lan và Việt Nam - những nhà xuất khẩu gạo hàng đầu thế giới dự kiến sẽ can thiệp để bình ổn thị trường, trong bối cảnh giá gạo đã liên tục giảm trong 4 tuần qua."
1745,Ngay khi vụ lúa đông xuân vùng ĐBSCL bước vào mùa thu hoạch rộ thì cũng là lúc các khách hàng nước ngoài tìm nhiều cách ép giá lúa gạo VN xuống thấp.
1746,"Theo đánh giá của Hiệp hội Lương thực Việt Nam (VFA), khối lượng gạo xuất khẩu của nước ta năm nay vẫn là 6 triệu tấn như mức kỷ lục của năm 2009, nhưng kim ngạch sẽ tăng “phi mã” để đạt kỷ lục 3-3,2 tỉ USD. Điều này có nghĩa giá gạo xuất khẩu sẽ dao động khoảng 500-533 USD/tấn, tăng 94,58-127,58 USD/tấn (23,33-31,47% so với năm 2009 là 405,42 USD"
1747,Hiệp hội Lương thực Việt Nam sẽ thực hiện chương trình “bảo hiểm giá lúa” với mức 4.000 đồng/kg đảm bảo cho người trồng lúa có lãi từ 40% trở lên.
1748,"Sau những ngày vui xuân đón Tết, hàng ngàn hộ nông dân ở ĐBSCL đã bắt tay vào thu hoạch lúa ĐX chính vụ với năng suất khá cao: 7-8 tấn/ha. Trúng mùa nhưng nhiều nông dân vẫn tỏ ra kém vui khi mà giá thu mua lúa từ trước Tết đến nay cứ đuối dần. Hiện giá lúa đang đứng ở mức 4.500 - 5.000 đồng/kg (tùy giống), giảm khoảng 1.000 đồng/kg so với thời điểm trước Tết. Với mức giá này tính ra nông dân vẫn có lời nhưng mỗi ha lợi nhuận đã giảm gần 10 triệu đồng."
1749,Nôn nóng xuất khẩu sẽ bị đối tác ép giá. Mua tạm trữ ngay 1 triệu tấn gạo để kìm giữ giá lúa cho nông dân
1750,"Việt Nam xuất khẩu lượng gạo lớn nhưng giá luôn thấp hơn gạo của Thái Lan vài chục USD/tấn, nguyên do là gạo Việt Nam chưa có thương hiệu và chất lượng chưa ổn định."
1751,Tờ BusinessWorld ngày 24/1 đưa tin Philippines và Thái Lan vào tháng tới có thể sẽ ký một thỏa thuận cho phép Manila trì hoãn thực hiện những cam kết giảm thuế bằng cách tăng số lượng gạo nhập khẩu từ Thái Lan.
1752,"Gạo Việt nam xuất khẩu sang 20 thị trường chính, nhưng chủ yếu là sang Philippines; Malaysia; Cu Ba; Singapore. Xuất khẩu sang Philippines đạt kim ngạch lớn nhất với 917,13 triệu USD, chiếm 34,43% kim ngạch; tiếp theo là kim ngạch xuất sang Malaysia đạt 272,19 triệu USD, chiếm 10,22%; rồi đến thị trường Cu Ba 191 triệu USD, chiếm 7,17%; Singapore 133,6 triệu USD, chiếm 5,02%."
1753,"Tin từ Hiệp hội Lương thực Việt Nam (VFA), Thủ tướng Chính phủ vừa yêu cầu VFA chỉ đạo các doanh nghiệp xuất khẩu chuẩn bị vốn, kho bãi sẵn sàng thu mua lúa tồn kho cho nông dân nếu giá lúa xuống thấp."
1754,"Thực tế hiện nay các đơn vị cung cấp và hệ thống sản xuất lúa giống nông hộ chỉ đáp ứng được 30% nhu cầu về giống, còn 70% diện tích nông dân gieo sạ bằng các giống lúa không đạt chất lượng."
1755,Là một nước xuất khẩu gạo hàng đầu thế giới nhưng chuyện khó tin lại đang hiển hiện nhiều năm qua tại thị trường VN: gạo ngoại nhập chiếm lĩnh hầu hết các điểm cung cấp lương thực cho người tiêu dùng trong nước!
1756,"Khi Tổng Công ty Lương thực II có vẻ lạc quan về 1,5 triệu ha lúa đông xuân thì nhiều doanh nghiệp xuất khẩu gạo cho biết giá gạo 25% tấm ký hợp đồng thấp nhất là 480 USD/tấn, cao nhất là 664,7 USD/tấn."
1757,"Việt Nam là nước sản xuất lúa đứng thứ năm trên thế giới, với sản lượng hằng năm đạt hơn 35 triệu tấn. Nhiều năm qua, nước ta luôn là nước xuất khẩu gạo lớn thứ hai thế giới với sản lượng từ 4,5 đến 5 triệu tấn/năm. Riêng năm 2009, dự kiến xuất khẩu gạo sẽ đạt hơn sáu triệu tấn. Tuy nhiên, sản xuất và xuất khẩu gạo nước ta đang gặp nhiều thách thức, đòi hỏi những giải pháp chiến lược để sản xuất và xuất khẩu gạo phát triển bền vững trong thời kỳ hội nhập kinh tế quốc tế."
1758,"Thời gian gần đây gạo nàng thơm Chợ Đào (NTCĐ) tràn ngập trên thị trường, từ Long An đến Tiền Giang, Cần Thơ, TP.HCM. Phần lớn gạo NTCĐ bày bán trên thị trường được đóng bao nilông dày, trọng lượng từ 5kg (giá 80.000 – 85.000đ/bao) đến 10kg/bao, nhưng hiếm khi người tiêu dùng thấy tên, địa chỉ, số điện thoại của nhà sản xuất được ghi trên bao bì, đa số chỉ ghi chung chung “gạo NTCĐ đặc sản Long An”."
1759,"Đồng Tháp đã xuống giống dứt điểm vụ lúa Đông Xuân 2009-2010 với diện tích 207.732 ha; thu hoạch được gần 2.000 ha lúa đông xuân sớm với năng suất 69,3 tạ/ha và bán giá khá cao."
1760,"Theo thống kê của Hiệp hội Lương thực Việt Nam (VFA), năm 2009, cả nước xuất khẩu hơn 6,052 triệu tấn gạo các loại, với giá trị 2,464 tỉ USD. Hiện các doanh nghiệp (DN) xuất khẩu gạo đã ký hợp đồng trên 2,3 triệu tấn, giá thấp nhất của gạo 25% tấm là 480 USD/tấn, cao nhất là 664,7 USD/tấn. Theo dự báo của VFA và ngành nông nghiệp, khả năng trúng mùa của vụ đông xuân 2009-2010 ở Đồng bằng sông Cửu Long (ĐBSCL) khá cao, giá xuất khẩu cũng tăng so với năm 2009, nông dân sẽ tăng lợi nhuận cao hơn với điều kiện giá lúa ổn định. Tuy nhiên, Trung tâm Bảo vệ thực vật (BVTV) phía Nam đưa ra cảnh báo, dịch bệnh vẫn còn tiềm ẩn, dù sản xuất đang thuận lợi, nhưng phải cảnh giác cao…"
1761,"Các nước: Philippine, Campuchia, Thái Lan, Pakistan, Indonesia, Ai Cập, Trung Quốc, Malaysia, Irac, Hàn Quốc, Iran, Nhật Bản, Ấn độ có những kế hoạch xuất khẩu, nhập khẩu gạo trong thời gian tới."
1762,"Tổng Thư ký Văn phòng Kinh tế Nông nghiệp Thái Lan Apichart Jongsakul ngày 25/1 cho biết sản lượng thóc của Thái Lan trong vụ thứ hai của niên vụ 2009-2010 dự kiến sẽ chỉ đạt khoảng 7 triệu tấn, giảm so với dự báo 8,3 triệu tấn được đưa ra trước đó."
1763,Quỹ này sẽ trực tiếp bù đắp phần chênh lệch giữa giá thị trường và giá sàn thu mua lúa gạo; hỗ trợ 100% lãi suất cho doanh nghiệp vay vốn để mua tạm trữ lúa gạo.
1764,"Ngày 25-1, Văn phòng UBND tỉnh Vĩnh Long thông báo chỉ đạo của UBND tỉnh này về cân đối lúa gạo bảo đảm bình ổn giá cuối năm 2009 nhằm phục vụ tết Nguyên đán 2010."
1765,Ông Trương Thanh Phong - chủ tịch Hiệp hội Lương thực VN - cho biết Tổng công ty Lương thực miền Nam đã góp 37% vốn cùng hai đối tác Campuchia là Công ty Thương Mại Xanh (Green Trade - 30% vốn) và Công ty Đầu tư phát triển Campuchia (IDCC - 33% vốn) để thành lập Công ty cổ phần Lương thực Việt Nam - Campuchia (tên giao dịch là Cavifoods).
1766,Ông Phạm Văn Bảy – Phó Chủ tịch Hiệp hội Lương thực VN (VFA) đã khẳng định như vậy khi trao đổi với Nông thôn ngày nay hôm qua 25-1
1767,"Theo Hiệp hội Lương thực Việt Nam, trong những ngày đầu năm 2010, các doanh nghiệp xuất khẩu gạo Việt Nam có được nhiều hợp đồng xuất khẩu gạo lớn, với tổng số 2,38 triệu tấn với mức giá từ 480 - 665 USD/tấn."
1768,"Bộ Tài chính vừa hoàn thiện Ðề án Chính sách hỗ trợ bình ổn giá thị trường lúa, gạo trong nước trình Chính phủ xem xét ban hành trong quý I-2010, nhằm trợ giúp người trồng lúa bù đắp chi phí sản xuất khi giá thị trường hạ xuống thấp hơn chi phí sản xuất để nông dân có lãi; đồng thời bảo đảm an ninh lương thực."
1769,"Bộ Nông nghiệp Philíppin -nước nhập khẩu gạo lớn nhất thế giới- ngày 20/1 cho biết sản lượng gạo niên vụ 2009 của nước này đã giảm hơn 3%, do mùa màng bị phá huỷ bởi một loạt cơn bão lớn."
1770,"Thực hiện chủ trương của Nhà nước bảo đảm cho người trồng lúa có lãi ít nhất 30% một cách ổn định, lâu dài, mới đây Chính phủ đã giao Bộ Tài chính chủ trì, phối hợp với Bộ Nông nghiệp và Phát triển nông thôn, Bộ Công thương và Ủy ban nhân dân các tỉnh có sản lượng lúa hàng hóa lớn xây dựng Ðề án Chính sách hỗ trợ của Nhà nước để bình ổn giá thị trường lúa, gạo trình Chính phủ thông qua thực hiện từ năm 2010."
